SECT_NAME,SECT_CODE,LIE_NAME,LIE_CODE,LI_NO,SDFKEY,SDFNAME
士林區,6301100,富光里,6301100016,013,6301100016013,富光里13鄰
內湖區,6301000,麗山里,6301000038,007,6301000038007,麗山里7鄰
中山區,6300400,大直里,6300400014,023,6300400014023,大直里23鄰
內湖區,6301000,湖濱里,6301000010,030,6301000010030,湖濱里30鄰
士林區,6301100,富光里,6301100016,009,6301100016009,富光里9鄰
內湖區,6301000,紫星里,6301000011,016,6301000011016,紫星里16鄰
內湖區,6301000,麗山里,6301000038,005,6301000038005,麗山里5鄰
中山區,6300400,大直里,6300400014,029,6300400014029,大直里29鄰
士林區,6301100,福順里,6301100015,009,6301100015009,福順里9鄰
內湖區,6301000,港富里,6301000007,011,6301000007011,港富里11鄰
內湖區,6301000,清白里,6301000017,005,6301000017005,清白里5鄰
內湖區,6301000,港都里,6301000006,006,6301000006006,港都里6鄰
內湖區,6301000,麗山里,6301000038,002,6301000038002,麗山里2鄰
士林區,6301100,福華里,6301100013,013,6301100013013,福華里13鄰
士林區,6301100,富光里,6301100016,021,6301100016021,富光里21鄰
內湖區,6301000,港富里,6301000007,012,6301000007012,港富里12鄰
內湖區,6301000,港墘里,6301000005,020,6301000005020,港墘里20鄰
內湖區,6301000,港富里,6301000007,020,6301000007020,港富里20鄰
士林區,6301100,福順里,6301100015,005,6301100015005,福順里5鄰
士林區,6301100,福華里,6301100013,007,6301100013007,福華里7鄰
內湖區,6301000,清白里,6301000017,004,6301000017004,清白里4鄰
內湖區,6301000,紫星里,6301000011,023,6301000011023,紫星里23鄰
