SECT_NAME,SECT_CODE,LIE_NAME,LIE_CODE,LI_NO,SDFKEY,SDFNAME
北投區,6301200,湖田里,6301200042,003,6301200042003,湖田里3鄰
北投區,6301200,湖田里,6301200042,002,6301200042002,湖田里2鄰
士林區,6301100,平等里,6301100048,010,6301100048010,平等里10鄰
北投區,6301200,泉源里,6301200039,015,6301200039015,泉源里15鄰
士林區,6301100,平等里,6301100048,007,6301100048007,平等里7鄰
北投區,6301200,泉源里,6301200039,016,6301200039016,泉源里16鄰
北投區,6301200,泉源里,6301200039,009,6301200039009,泉源里9鄰
北投區,6301200,開明里,6301200029,003,6301200029003,開明里3鄰
北投區,6301200,中心里,6301200027,012,6301200027012,中心里12鄰
北投區,6301200,林泉里,6301200026,004,6301200026004,林泉里4鄰
北投區,6301200,中央里,6301200022,017,6301200022017,中央里17鄰
北投區,6301200,清江里,6301200021,006,6301200021006,清江里6鄰
北投區,6301200,奇岩里,6301200020,001,6301200020001,奇岩里1鄰
士林區,6301100,天和里,6301100039,018,6301100039018,天和里18鄰
北投區,6301200,奇岩里,6301200020,013,6301200020013,奇岩里13鄰
北投區,6301200,奇岩里,6301200020,015,6301200020015,奇岩里15鄰
北投區,6301200,奇岩里,6301200020,019,6301200020019,奇岩里19鄰
士林區,6301100,天和里,6301100039,016,6301100039016,天和里16鄰
北投區,6301200,永欣里,6301200010,021,6301200010021,永欣里21鄰
士林區,6301100,天山里,6301100040,020,6301100040020,天山里20鄰
北投區,6301200,永欣里,6301200010,019,6301200010019,永欣里19鄰
北投區,6301200,東華里,6301200012,001,6301200012001,東華里1鄰
北投區,6301200,立農里,6301200017,014,6301200017014,立農里14鄰
士林區,6301100,天山里,6301100040,006,6301100040006,天山里6鄰
士林區,6301100,天玉里,6301100041,004,6301100041004,天玉里4鄰
北投區,6301200,立農里,6301200017,002,6301200017002,立農里2鄰
北投區,6301200,關渡里,6301200038,009,6301200038009,關渡里9鄰
士林區,6301100,天玉里,6301100041,002,6301100041002,天玉里2鄰
北投區,6301200,立農里,6301200017,012,6301200017012,立農里12鄰
北投區,6301200,立農里,6301200017,011,6301200017011,立農里11鄰
北投區,6301200,立農里,6301200017,003,6301200017003,立農里3鄰
北投區,6301200,立農里,6301200017,007,6301200017007,立農里7鄰
北投區,6301200,立農里,6301200017,008,6301200017008,立農里8鄰
北投區,6301200,關渡里,6301200038,010,6301200038010,關渡里10鄰
士林區,6301100,天玉里,6301100041,009,6301100041009,天玉里9鄰
士林區,6301100,芝山里,6301100031,027,6301100031027,芝山里27鄰
士林區,6301100,芝山里,6301100031,016,6301100031016,芝山里16鄰
北投區,6301200,榮光里,6301200005,003,6301200005003,榮光里3鄰
內湖區,6301000,碧山里,6301000015,013,6301000015013,碧山里13鄰
士林區,6301100,社園里,6301100021,022,6301100021022,社園里22鄰
士林區,6301100,福林里,6301100003,001,6301100003001,福林里1鄰
士林區,6301100,福佳里,6301100007,019,6301100007019,福佳里19鄰
士林區,6301100,福安里,6301100023,002,6301100023002,福安里2鄰
士林區,6301100,社子里,6301100019,005,6301100019005,社子里5鄰
士林區,6301100,福佳里,6301100007,006,6301100007006,福佳里6鄰
內湖區,6301000,碧山里,6301000015,019,6301000015019,碧山里19鄰
士林區,6301100,永倫里,6301100022,014,6301100022014,永倫里14鄰
士林區,6301100,仁勇里,6301100001,017,6301100001017,仁勇里17鄰
士林區,6301100,後港里,6301100008,021,6301100008021,後港里21鄰
士林區,6301100,後港里,6301100008,017,6301100008017,後港里17鄰
士林區,6301100,社子里,6301100019,009,6301100019009,社子里9鄰
士林區,6301100,社子里,6301100019,021,6301100019021,社子里21鄰
士林區,6301100,仁勇里,6301100001,013,6301100001013,仁勇里13鄰
士林區,6301100,後港里,6301100008,007,6301100008007,後港里7鄰
士林區,6301100,社園里,6301100021,023,6301100021023,社園里23鄰
內湖區,6301000,大湖里,6301000012,015,6301000012015,大湖里15鄰
士林區,6301100,永倫里,6301100022,002,6301100022002,永倫里2鄰
士林區,6301100,永倫里,6301100022,008,6301100022008,永倫里8鄰
士林區,6301100,後港里,6301100008,014,6301100008014,後港里14鄰
內湖區,6301000,港富里,6301000007,029,6301000007029,港富里29鄰
士林區,6301100,仁勇里,6301100001,009,6301100001009,仁勇里9鄰
士林區,6301100,社子里,6301100019,008,6301100019008,社子里8鄰
士林區,6301100,義信里,6301100002,010,6301100002010,義信里10鄰
中山區,6300400,劍潭里,6300400013,013,6300400013013,劍潭里13鄰
內湖區,6301000,大湖里,6301000012,016,6301000012016,大湖里16鄰
內湖區,6301000,碧山里,6301000015,008,6301000015008,碧山里8鄰
士林區,6301100,後港里,6301100008,012,6301100008012,後港里12鄰
士林區,6301100,福中里,6301100009,017,6301100009017,福中里17鄰
內湖區,6301000,金瑞里,6301000014,017,6301000014017,金瑞里17鄰
內湖區,6301000,金瑞里,6301000014,016,6301000014016,金瑞里16鄰
士林區,6301100,社新里,6301100020,010,6301100020010,社新里10鄰
士林區,6301100,社新里,6301100020,012,6301100020012,社新里12鄰
內湖區,6301000,大湖里,6301000012,011,6301000012011,大湖里11鄰
內湖區,6301000,大湖里,6301000012,022,6301000012022,大湖里22鄰
內湖區,6301000,金瑞里,6301000014,013,6301000014013,金瑞里13鄰
士林區,6301100,社新里,6301100020,026,6301100020026,社新里26鄰
士林區,6301100,仁勇里,6301100001,001,6301100001001,仁勇里1鄰
內湖區,6301000,金瑞里,6301000014,007,6301000014007,金瑞里7鄰
士林區,6301100,前港里,6301100010,012,6301100010012,前港里12鄰
內湖區,6301000,金瑞里,6301000014,023,6301000014023,金瑞里23鄰
內湖區,6301000,碧山里,6301000015,017,6301000015017,碧山里17鄰
士林區,6301100,社新里,6301100020,007,6301100020007,社新里7鄰
士林區,6301100,義信里,6301100002,012,6301100002012,義信里12鄰
內湖區,6301000,西安里,6301000003,021,6301000003021,西安里21鄰
士林區,6301100,社新里,6301100020,008,6301100020008,社新里8鄰
內湖區,6301000,碧山里,6301000015,011,6301000015011,碧山里11鄰
士林區,6301100,社子里,6301100019,013,6301100019013,社子里13鄰
士林區,6301100,社新里,6301100020,001,6301100020001,社新里1鄰
內湖區,6301000,西安里,6301000003,017,6301000003017,西安里17鄰
士林區,6301100,前港里,6301100010,002,6301100010002,前港里2鄰
內湖區,6301000,西安里,6301000003,016,6301000003016,西安里16鄰
士林區,6301100,社新里,6301100020,005,6301100020005,社新里5鄰
內湖區,6301000,金瑞里,6301000014,003,6301000014003,金瑞里3鄰
內湖區,6301000,西安里,6301000003,006,6301000003006,西安里6鄰
士林區,6301100,社新里,6301100020,019,6301100020019,社新里19鄰
士林區,6301100,社新里,6301100020,006,6301100020006,社新里6鄰
士林區,6301100,社新里,6301100020,017,6301100020017,社新里17鄰
中山區,6300400,北安里,6300400042,012,6300400042012,北安里12鄰
士林區,6301100,葫蘆里,6301100017,013,6301100017013,葫蘆里13鄰
中山區,6300400,北安里,6300400042,007,6300400042007,北安里7鄰
中山區,6300400,北安里,6300400042,008,6300400042008,北安里8鄰
士林區,6301100,社新里,6301100020,016,6301100020016,社新里16鄰
士林區,6301100,葫蘆里,6301100017,017,6301100017017,葫蘆里17鄰
內湖區,6301000,西湖里,6301000001,010,6301000001010,西湖里10鄰
內湖區,6301000,西湖里,6301000001,002,6301000001002,西湖里2鄰
內湖區,6301000,西湖里,6301000001,013,6301000001013,西湖里13鄰
內湖區,6301000,金龍里,6301000013,016,6301000013016,金龍里16鄰
內湖區,6301000,秀湖里,6301000032,021,6301000032021,秀湖里21鄰
士林區,6301100,百齡里,6301100011,025,6301100011025,百齡里25鄰
內湖區,6301000,西湖里,6301000001,033,6301000001033,西湖里33鄰
內湖區,6301000,內湖里,6301000009,019,6301000009019,內湖里19鄰
內湖區,6301000,西湖里,6301000001,032,6301000001032,西湖里32鄰
內湖區,6301000,港華里,6301000008,015,6301000008015,港華里15鄰
士林區,6301100,百齡里,6301100011,011,6301100011011,百齡里11鄰
內湖區,6301000,西康里,6301000002,021,6301000002021,西康里21鄰
內湖區,6301000,清白里,6301000017,013,6301000017013,清白里13鄰
士林區,6301100,百齡里,6301100011,002,6301100011002,百齡里2鄰
內湖區,6301000,內湖里,6301000009,009,6301000009009,內湖里9鄰
中山區,6300400,大直里,6300400014,009,6300400014009,大直里9鄰
中山區,6300400,成功里,6300400015,016,6300400015016,成功里16鄰
士林區,6301100,百齡里,6301100011,020,6301100011020,百齡里20鄰
士林區,6301100,百齡里,6301100011,003,6301100011003,百齡里3鄰
內湖區,6301000,港華里,6301000008,013,6301000008013,港華里13鄰
士林區,6301100,葫蘆里,6301100017,002,6301100017002,葫蘆里2鄰
中山區,6300400,大直里,6300400014,011,6300400014011,大直里11鄰
中山區,6300400,劍潭里,6300400013,018,6300400013018,劍潭里18鄰
士林區,6301100,福順里,6301100015,013,6301100015013,福順里13鄰
內湖區,6301000,內湖里,6301000009,002,6301000009002,內湖里2鄰
內湖區,6301000,清白里,6301000017,011,6301000017011,清白里11鄰
士林區,6301100,承德里,6301100012,012,6301100012012,承德里12鄰
內湖區,6301000,湖濱里,6301000010,024,6301000010024,湖濱里24鄰
內湖區,6301000,港華里,6301000008,023,6301000008023,港華里23鄰
內湖區,6301000,內湖里,6301000009,003,6301000009003,內湖里3鄰
內湖區,6301000,湖濱里,6301000010,012,6301000010012,湖濱里12鄰
內湖區,6301000,港都里,6301000006,012,6301000006012,港都里12鄰
士林區,6301100,福華里,6301100013,005,6301100013005,福華里5鄰
士林區,6301100,百齡里,6301100011,001,6301100011001,百齡里1鄰
內湖區,6301000,港都里,6301000006,013,6301000006013,港都里13鄰
內湖區,6301000,港華里,6301000008,003,6301000008003,港華里3鄰
中山區,6300400,大直里,6300400014,013,6300400014013,大直里13鄰
內湖區,6301000,湖濱里,6301000010,026,6301000010026,湖濱里26鄰
內湖區,6301000,港富里,6301000007,015,6301000007015,港富里15鄰
中山區,6300400,劍潭里,6300400013,004,6300400013004,劍潭里4鄰
內湖區,6301000,清白里,6301000017,001,6301000017001,清白里1鄰
士林區,6301100,承德里,6301100012,002,6301100012002,承德里2鄰
中山區,6300400,大直里,6300400014,034,6300400014034,大直里34鄰
內湖區,6301000,麗山里,6301000038,016,6301000038016,麗山里16鄰
內湖區,6301000,麗山里,6301000038,015,6301000038015,麗山里15鄰
中山區,6300400,成功里,6300400015,002,6300400015002,成功里2鄰
中山區,6300400,大直里,6300400014,033,6300400014033,大直里33鄰
士林區,6301100,承德里,6301100012,007,6301100012007,承德里7鄰
內湖區,6301000,西湖里,6301000001,015,6301000001015,西湖里15鄰
內湖區,6301000,內湖里,6301000009,018,6301000009018,內湖里18鄰
內湖區,6301000,內湖里,6301000009,011,6301000009011,內湖里11鄰
內湖區,6301000,港富里,6301000007,014,6301000007014,港富里14鄰
士林區,6301100,福華里,6301100013,022,6301100013022,福華里22鄰
士林區,6301100,承德里,6301100012,005,6301100012005,承德里5鄰
內湖區,6301000,內湖里,6301000009,017,6301000009017,內湖里17鄰
中山區,6300400,成功里,6300400015,007,6300400015007,成功里7鄰
中山區,6300400,大直里,6300400014,016,6300400014016,大直里16鄰
內湖區,6301000,清白里,6301000017,010,6301000017010,清白里10鄰
中山區,6300400,成功里,6300400015,010,6300400015010,成功里10鄰
內湖區,6301000,清白里,6301000017,012,6301000017012,清白里12鄰
士林區,6301100,福華里,6301100013,025,6301100013025,福華里25鄰
中山區,6300400,成功里,6300400015,017,6300400015017,成功里17鄰
中山區,6300400,成功里,6300400015,013,6300400015013,成功里13鄰
士林區,6301100,承德里,6301100012,010,6301100012010,承德里10鄰
中山區,6300400,成功里,6300400015,021,6300400015021,成功里21鄰
內湖區,6301000,西湖里,6301000001,004,6301000001004,西湖里4鄰
內湖區,6301000,湖濱里,6301000010,028,6301000010028,湖濱里28鄰
士林區,6301100,福順里,6301100015,010,6301100015010,福順里10鄰
內湖區,6301000,港富里,6301000007,013,6301000007013,港富里13鄰
士林區,6301100,承德里,6301100012,006,6301100012006,承德里6鄰
士林區,6301100,富光里,6301100016,025,6301100016025,富光里25鄰
內湖區,6301000,港都里,6301000006,011,6301000006011,港都里11鄰
內湖區,6301000,秀湖里,6301000032,003,6301000032003,秀湖里3鄰
內湖區,6301000,麗山里,6301000038,010,6301000038010,麗山里10鄰
士林區,6301100,富光里,6301100016,015,6301100016015,富光里15鄰
士林區,6301100,福華里,6301100013,009,6301100013009,福華里9鄰
士林區,6301100,富光里,6301100016,003,6301100016003,富光里3鄰
內湖區,6301000,內湖里,6301000009,016,6301000009016,內湖里16鄰
內湖區,6301000,湖濱里,6301000010,001,6301000010001,湖濱里1鄰
士林區,6301100,承德里,6301100012,015,6301100012015,承德里15鄰
內湖區,6301000,麗山里,6301000038,008,6301000038008,麗山里8鄰
內湖區,6301000,港都里,6301000006,002,6301000006002,港都里2鄰
內湖區,6301000,清白里,6301000017,021,6301000017021,清白里21鄰
士林區,6301100,福華里,6301100013,018,6301100013018,福華里18鄰
中山區,6300400,大直里,6300400014,020,6300400014020,大直里20鄰
內湖區,6301000,麗山里,6301000038,006,6301000038006,麗山里6鄰
內湖區,6301000,湖濱里,6301000010,023,6301000010023,湖濱里23鄰
中山區,6300400,大直里,6300400014,019,6300400014019,大直里19鄰
士林區,6301100,福華里,6301100013,011,6301100013011,福華里11鄰
士林區,6301100,福華里,6301100013,020,6301100013020,福華里20鄰
內湖區,6301000,港富里,6301000007,019,6301000007019,港富里19鄰
士林區,6301100,福華里,6301100013,028,6301100013028,福華里28鄰
內湖區,6301000,麗山里,6301000038,004,6301000038004,麗山里4鄰
內湖區,6301000,麗山里,6301000038,011,6301000038011,麗山里11鄰
士林區,6301100,福順里,6301100015,011,6301100015011,福順里11鄰
士林區,6301100,承德里,6301100012,020,6301100012020,承德里20鄰
內湖區,6301000,清白里,6301000017,008,6301000017008,清白里8鄰
內湖區,6301000,港富里,6301000007,007,6301000007007,港富里7鄰
內湖區,6301000,紫星里,6301000011,036,6301000011036,紫星里36鄰
中山區,6300400,成功里,6300400015,003,6300400015003,成功里3鄰
內湖區,6301000,內湖里,6301000009,012,6301000009012,內湖里12鄰
士林區,6301100,福順里,6301100015,012,6301100015012,福順里12鄰
內湖區,6301000,紫星里,6301000011,038,6301000011038,紫星里38鄰
士林區,6301100,福華里,6301100013,010,6301100013010,福華里10鄰
內湖區,6301000,清白里,6301000017,003,6301000017003,清白里3鄰
內湖區,6301000,港都里,6301000006,004,6301000006004,港都里4鄰
士林區,6301100,承德里,6301100012,017,6301100012017,承德里17鄰
內湖區,6301000,麗山里,6301000038,001,6301000038001,麗山里1鄰
士林區,6301100,福華里,6301100013,017,6301100013017,福華里17鄰
中山區,6300400,成功里,6300400015,008,6300400015008,成功里8鄰
中山區,6300400,大直里,6300400014,021,6300400014021,大直里21鄰
中山區,6300400,大直里,6300400014,025,6300400014025,大直里25鄰
內湖區,6301000,康寧里,6301000035,023,6301000035023,康寧里23鄰
大同區,6300600,重慶里,6300600025,018,6300600025018,重慶里18鄰
內湖區,6301000,瑞光里,6301000021,004,6301000021004,瑞光里4鄰
大同區,6300600,重慶里,6300600025,004,6300600025004,重慶里4鄰
大同區,6300600,重慶里,6300600025,005,6300600025005,重慶里5鄰
內湖區,6301000,瑞光里,6301000021,019,6301000021019,瑞光里19鄰
大同區,6300600,重慶里,6300600025,015,6300600025015,重慶里15鄰
內湖區,6301000,湖興里,6301000029,001,6301000029001,湖興里1鄰
大同區,6300600,重慶里,6300600025,017,6300600025017,重慶里17鄰
內湖區,6301000,瑞光里,6301000021,012,6301000021012,瑞光里12鄰
內湖區,6301000,安泰里,6301000033,005,6301000033005,安泰里5鄰
內湖區,6301000,瑞光里,6301000021,003,6301000021003,瑞光里3鄰
內湖區,6301000,瑞光里,6301000021,020,6301000021020,瑞光里20鄰
大同區,6300600,重慶里,6300600025,016,6300600025016,重慶里16鄰
內湖區,6301000,安湖里,6301000031,012,6301000031012,安湖里12鄰
內湖區,6301000,金湖里,6301000034,015,6301000034015,金湖里15鄰
內湖區,6301000,金湖里,6301000034,025,6301000034025,金湖里25鄰
內湖區,6301000,瑞光里,6301000021,017,6301000021017,瑞光里17鄰
內湖區,6301000,葫洲里,6301000018,004,6301000018004,葫洲里4鄰
內湖區,6301000,東湖里,6301000023,012,6301000023012,東湖里12鄰
中山區,6300400,新福里,6300400020,001,6300400020001,新福里1鄰
大同區,6300600,隆和里,6300600015,019,6300600015019,隆和里19鄰
松山區,6300100,三民里,6300100004,024,6300100004024,三民里24鄰
中山區,6300400,江山里,6300400029,015,6300400029015,江山里15鄰
松山區,6300100,精忠里,6300100010,009,6300100010009,精忠里9鄰
松山區,6300100,新聚里,6300100024,015,6300100024015,新聚里15鄰
松山區,6300100,吉祥里,6300100022,022,6300100022022,吉祥里22鄰
南港區,6300900,聯成里,6300900015,019,6300900015019,聯成里19鄰
大同區,6300600,玉泉里,6300600001,014,6300600001014,玉泉里14鄰
南港區,6300900,新光里,6300900006,007,6300900006007,新光里7鄰
大同區,6300600,建明里,6300600002,019,6300600002019,建明里19鄰
松山區,6300100,復勢里,6300100033,017,6300100033017,復勢里17鄰
松山區,6300100,新聚里,6300100024,023,6300100024023,新聚里23鄰
南港區,6300900,聯成里,6300900015,011,6300900015011,聯成里11鄰
中山區,6300400,正得里,6300400003,001,6300400003001,正得里1鄰
中山區,6300400,興亞里,6300400032,014,6300400032014,興亞里14鄰
中山區,6300400,朱園里,6300400036,010,6300400036010,朱園里10鄰
松山區,6300100,吉祥里,6300100022,026,6300100022026,吉祥里26鄰
南港區,6300900,合成里,6300900010,015,6300900010015,合成里15鄰
松山區,6300100,新聚里,6300100024,028,6300100024028,新聚里28鄰
南港區,6300900,新光里,6300900006,008,6300900006008,新光里8鄰
松山區,6300100,中正里,6300100026,007,6300100026007,中正里7鄰
中山區,6300400,興亞里,6300400032,020,6300400032020,興亞里20鄰
中山區,6300400,朱園里,6300400036,004,6300400036004,朱園里4鄰
中山區,6300400,朱園里,6300400036,006,6300400036006,朱園里6鄰
松山區,6300100,復勢里,6300100033,008,6300100033008,復勢里8鄰
大同區,6300600,建明里,6300600002,022,6300600002022,建明里22鄰
南港區,6300900,新光里,6300900006,006,6300900006006,新光里6鄰
松山區,6300100,新聚里,6300100024,011,6300100024011,新聚里11鄰
信義區,6300200,雅祥里,6300200011,015,6300200011015,雅祥里15鄰
中山區,6300400,正義里,6300400002,005,6300400002005,正義里5鄰
信義區,6300200,四育里,6300200016,002,6300200016002,四育里2鄰
萬華區,6300700,福星里,6300700001,001,6300700001001,福星里1鄰
中山區,6300400,朱崙里,6300400038,007,6300400038007,朱崙里7鄰
中山區,6300400,朱崙里,6300400038,009,6300400038009,朱崙里9鄰
南港區,6300900,中研里,6300900017,016,6300900017016,中研里16鄰
松山區,6300100,復盛里,6300100025,024,6300100025024,復盛里24鄰
中山區,6300400,興亞里,6300400032,010,6300400032010,興亞里10鄰
松山區,6300100,吉仁里,6300100029,006,6300100029006,吉仁里6鄰
信義區,6300200,四維里,6300200017,003,6300200017003,四維里3鄰
信義區,6300200,五全里,6300200013,008,6300200013008,五全里8鄰
信義區,6300200,敦厚里,6300200007,010,6300200007010,敦厚里10鄰
中正區,6300500,梅花里,6300500025,011,6300500025011,梅花里11鄰
信義區,6300200,六藝里,6300200010,005,6300200010005,六藝里5鄰
大安區,6300300,建安里,6300300049,001,6300300049001,建安里1鄰
信義區,6300200,四維里,6300200017,011,6300200017011,四維里11鄰
大安區,6300300,華聲里,6300300054,002,6300300054002,華聲里2鄰
大安區,6300300,民輝里,6300300007,022,6300300007022,民輝里22鄰
松山區,6300100,復源里,6300100031,007,6300100031007,復源里7鄰
信義區,6300200,四維里,6300200017,010,6300200017010,四維里10鄰
大安區,6300300,民輝里,6300300007,020,6300300007020,民輝里20鄰
萬華區,6300700,菜園里,6300700005,001,6300700005001,菜園里1鄰
信義區,6300200,四維里,6300200017,007,6300200017007,四維里7鄰
萬華區,6300700,萬壽里,6300700002,005,6300700002005,萬壽里5鄰
信義區,6300200,四維里,6300200017,008,6300200017008,四維里8鄰
信義區,6300200,永春里,6300200018,020,6300200018020,永春里20鄰
大安區,6300300,昌隆里,6300300008,015,6300300008015,昌隆里15鄰
大安區,6300300,建安里,6300300049,002,6300300049002,建安里2鄰
南港區,6300900,鴻福里,6300900013,013,6300900013013,鴻福里13鄰
大安區,6300300,誠安里,6300300009,014,6300300009014,誠安里14鄰
大安區,6300300,誠安里,6300300009,012,6300300009012,誠安里12鄰
信義區,6300200,永春里,6300200018,004,6300200018004,永春里4鄰
松山區,6300100,吉仁里,6300100029,015,6300100029015,吉仁里15鄰
大安區,6300300,華聲里,6300300054,004,6300300054004,華聲里4鄰
南港區,6300900,鴻福里,6300900013,004,6300900013004,鴻福里4鄰
南港區,6300900,新光里,6300900006,015,6300900006015,新光里15鄰
萬華區,6300700,萬壽里,6300700002,007,6300700002007,萬壽里7鄰
大安區,6300300,建安里,6300300049,003,6300300049003,建安里3鄰
南港區,6300900,成福里,6300900011,020,6300900011020,成福里20鄰
信義區,6300200,六藝里,6300200010,006,6300200010006,六藝里6鄰
萬華區,6300700,菜園里,6300700005,007,6300700005007,菜園里7鄰
信義區,6300200,五全里,6300200013,003,6300200013003,五全里3鄰
南港區,6300900,鴻福里,6300900013,006,6300900013006,鴻福里6鄰
信義區,6300200,五全里,6300200013,004,6300200013004,五全里4鄰
信義區,6300200,敦厚里,6300200007,015,6300200007015,敦厚里15鄰
信義區,6300200,五全里,6300200013,012,6300200013012,五全里12鄰
信義區,6300200,新仁里,6300200005,022,6300200005022,新仁里22鄰
大安區,6300300,光武里,6300300010,019,6300300010019,光武里19鄰
中正區,6300500,幸福里,6300500026,004,6300500026004,幸福里4鄰
信義區,6300200,五全里,6300200013,013,6300200013013,五全里13鄰
信義區,6300200,新仁里,6300200005,006,6300200005006,新仁里6鄰
信義區,6300200,新仁里,6300200005,009,6300200005009,新仁里9鄰
信義區,6300200,五全里,6300200013,017,6300200013017,五全里17鄰
大安區,6300300,光武里,6300300010,022,6300300010022,光武里22鄰
信義區,6300200,敦厚里,6300200007,016,6300200007016,敦厚里16鄰
大安區,6300300,光武里,6300300010,012,6300300010012,光武里12鄰
信義區,6300200,六藝里,6300200010,008,6300200010008,六藝里8鄰
信義區,6300200,六藝里,6300200010,009,6300200010009,六藝里9鄰
中正區,6300500,幸福里,6300500026,007,6300500026007,幸福里7鄰
中正區,6300500,光復里,6300500023,009,6300500023009,光復里9鄰
信義區,6300200,五全里,6300200013,018,6300200013018,五全里18鄰
南港區,6300900,中研里,6300900017,012,6300900017012,中研里12鄰
萬華區,6300700,西門里,6300700003,003,6300700003003,西門里3鄰
大安區,6300300,光武里,6300300010,021,6300300010021,光武里21鄰
大安區,6300300,昌隆里,6300300008,007,6300300008007,昌隆里7鄰
中正區,6300500,幸福里,6300500026,003,6300500026003,幸福里3鄰
信義區,6300200,敦厚里,6300200007,005,6300200007005,敦厚里5鄰
南港區,6300900,鴻福里,6300900013,009,6300900013009,鴻福里9鄰
中正區,6300500,梅花里,6300500025,013,6300500025013,梅花里13鄰
大安區,6300300,昌隆里,6300300008,014,6300300008014,昌隆里14鄰
信義區,6300200,大道里,6300200026,002,6300200026002,大道里2鄰
信義區,6300200,四維里,6300200017,016,6300200017016,四維里16鄰
信義區,6300200,四維里,6300200017,014,6300200017014,四維里14鄰
萬華區,6300700,西門里,6300700003,008,6300700003008,西門里8鄰
信義區,6300200,新仁里,6300200005,005,6300200005005,新仁里5鄰
大安區,6300300,昌隆里,6300300008,005,6300300008005,昌隆里5鄰
信義區,6300200,永春里,6300200018,010,6300200018010,永春里10鄰
南港區,6300900,舊莊里,6300900016,027,6300900016027,舊莊里27鄰
南港區,6300900,成福里,6300900011,023,6300900011023,成福里23鄰
萬華區,6300700,柳鄉里,6300700019,003,6300700019003,柳鄉里3鄰
萬華區,6300700,西門里,6300700003,016,6300700003016,西門里16鄰
信義區,6300200,中行里,6300200025,028,6300200025028,中行里28鄰
信義區,6300200,富台里,6300200019,016,6300200019016,富台里16鄰
信義區,6300200,富台里,6300200019,006,6300200019006,富台里6鄰
信義區,6300200,永春里,6300200018,012,6300200018012,永春里12鄰
南港區,6300900,百福里,6300900014,022,6300900014022,百福里22鄰
信義區,6300200,興雅里,6300200006,007,6300200006007,興雅里7鄰
信義區,6300200,富台里,6300200019,004,6300200019004,富台里4鄰
萬華區,6300700,柳鄉里,6300700019,007,6300700019007,柳鄉里7鄰
信義區,6300200,富台里,6300200019,010,6300200019010,富台里10鄰
南港區,6300900,百福里,6300900014,001,6300900014001,百福里1鄰
信義區,6300200,富台里,6300200019,003,6300200019003,富台里3鄰
南港區,6300900,百福里,6300900014,003,6300900014003,百福里3鄰
萬華區,6300700,菜園里,6300700005,018,6300700005018,菜園里18鄰
信義區,6300200,富台里,6300200019,013,6300200019013,富台里13鄰
大安區,6300300,仁愛里,6300300005,018,6300300005018,仁愛里18鄰
南港區,6300900,成福里,6300900011,030,6300900011030,成福里30鄰
南港區,6300900,舊莊里,6300900016,010,6300900016010,舊莊里10鄰
萬華區,6300700,新起里,6300700004,001,6300700004001,新起里1鄰
萬華區,6300700,新起里,6300700004,003,6300700004003,新起里3鄰
大安區,6300300,建倫里,6300300050,001,6300300050001,建倫里1鄰
萬華區,6300700,新起里,6300700004,015,6300700004015,新起里15鄰
萬華區,6300700,新起里,6300700004,017,6300700004017,新起里17鄰
中正區,6300500,文北里,6300500029,017,6300500029017,文北里17鄰
信義區,6300200,大道里,6300200026,012,6300200026012,大道里12鄰
信義區,6300200,中坡里,6300200024,008,6300200024008,中坡里8鄰
信義區,6300200,正和里,6300200002,001,6300200002001,正和里1鄰
南港區,6300900,舊莊里,6300900016,019,6300900016019,舊莊里19鄰
信義區,6300200,正和里,6300200002,013,6300200002013,正和里13鄰
信義區,6300200,正和里,6300200002,014,6300200002014,正和里14鄰
中正區,6300500,三愛里,6300500031,030,6300500031030,三愛里30鄰
南港區,6300900,九如里,6300900018,012,6300900018012,九如里12鄰
大安區,6300300,光信里,6300300056,003,6300300056003,光信里3鄰
信義區,6300200,正和里,6300200002,016,6300200002016,正和里16鄰
信義區,6300200,正和里,6300200002,017,6300200002017,正和里17鄰
信義區,6300200,松隆里,6300200021,004,6300200021004,松隆里4鄰
信義區,6300200,正和里,6300200002,020,6300200002020,正和里20鄰
中正區,6300500,三愛里,6300500031,014,6300500031014,三愛里14鄰
大安區,6300300,德安里,6300300001,015,6300300001015,德安里15鄰
中正區,6300500,文祥里,6300500030,018,6300500030018,文祥里18鄰
南港區,6300900,九如里,6300900018,008,6300900018008,九如里8鄰
大安區,6300300,光信里,6300300056,015,6300300056015,光信里15鄰
中正區,6300500,文祥里,6300500030,013,6300500030013,文祥里13鄰
大安區,6300300,民炤里,6300300004,021,6300300004021,民炤里21鄰
萬華區,6300700,青山里,6300700006,024,6300700006024,青山里24鄰
大安區,6300300,仁慈里,6300300002,011,6300300002011,仁慈里11鄰
大安區,6300300,民炤里,6300300004,014,6300300004014,民炤里14鄰
大安區,6300300,仁慈里,6300300002,009,6300300002009,仁慈里9鄰
大安區,6300300,德安里,6300300001,010,6300300001010,德安里10鄰
大安區,6300300,德安里,6300300001,008,6300300001008,德安里8鄰
中正區,6300500,三愛里,6300500031,005,6300500031005,三愛里5鄰
大安區,6300300,德安里,6300300001,007,6300300001007,德安里7鄰
中正區,6300500,三愛里,6300500031,027,6300500031027,三愛里27鄰
信義區,6300200,松友里,6300200022,002,6300200022002,松友里2鄰
信義區,6300200,安康里,6300200009,016,6300200009016,安康里16鄰
信義區,6300200,西村里,6300200001,005,6300200001005,西村里5鄰
萬華區,6300700,福音里,6300700008,010,6300700008010,福音里10鄰
信義區,6300200,西村里,6300200001,004,6300200001004,西村里4鄰
